location,Basel,Basel,Basel,Basel,Basel,Basel,Basel
lat,47.75000,47.75000,47.75000,47.75000,47.75000,47.75000,47.75000
lon,7.50000,7.50000,7.50000,7.50000,7.50000,7.50000,7.50000
asl,363.653,363.653,363.653,363.653,363.653,363.653,363.653
variable,Temperature,Precipitation Total,Relative Humidity,Wind Speed,Wind Direction,Cloud Cover Total,Sunshine Duration
unit,°C,mm,%,km/h,°,%,min
level,2 m elevation corrected,sfc,2 m,10 m,10 m,sfc,sfc
resolution,hourly,hourly,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Precipitation Total,Basel Relative Humidity [2 m],Basel Wind Speed [10 m],Basel Wind Direction [10 m],Basel Cloud Cover Total,Basel Sunshine Duration
20230311T0000,4.5602455,0.1,76.76402,8.759178,260.5377,70.0,0.0
20230311T0100,4.2502456,0.0,79.89105,11.792404,282.33908,92.0,0.0
20230311T0200,3.7402453,0.0,82.57853,3.9763298,275.19443,62.0,0.0
20230311T0300,3.2902455,0.0,84.45332,3.6,306.8699,84.0,0.0
20230311T0400,2.8302455,0.1,85.75335,3.319036,319.3987,92.0,0.0
20230311T0500,2.1102452,0.4,89.16992,3.2599385,353.65985,90.0,0.0
20230311T0600,1.8402454,0.2,91.04601,3.6,36.86989,80.0,1.8680136
20230311T0700,1.6502454,0.2,93.64973,4.8965297,36.027374,97.0,1.2121224
20230311T0800,2.1402454,0.3,87.75542,5.8603754,42.510437,98.0,0.6060612
20230311T0900,2.7702456,0.3,81.120964,6.193674,54.46232,90.0,5.454544
20230311T1000,3.4002452,0.2,77.34171,4.2136917,70.016884,70.0,17.575756
20230311T1100,4.5802455,0.0,72.264626,2.9024127,60.25511,76.0,13.939394
20230311T1200,5.3302455,0.0,68.618164,3.4152596,71.56504,77.0,13.333332
20230311T1300,5.9302454,0.0,66.29294,1.8,36.86989,73.0,15.757578
20230311T1400,6.500245,0.0,65.27713,1.484318,14.03624,71.0,16.969696
20230311T1500,6.4502454,0.0,65.50325,0.35999998,360.0,66.0,19.999998
20230311T1600,6.3402452,0.0,65.04877,0.35999998,89.99999,61.0,23.030302
20230311T1700,5.8102455,0.0,77.09821,2.0991426,120.96376,83.0,9.696969
20230311T1800,5.210245,0.0,75.6136,4.1046314,127.874985,62.0,11.486196
20230311T1900,4.980245,0.0,74.10468,5.0142193,111.03751,54.0,0.0
20230311T2000,4.3902454,0.0,76.67753,4.829907,116.56505,67.0,0.0
20230311T2100,3.8002453,0.0,81.93161,3.396233,122.00538,76.0,0.0
20230311T2200,3.7902455,0.0,83.42696,2.3051248,128.6598,84.0,0.0
20230311T2300,3.7502456,0.0,86.05328,3.7585104,163.30075,93.0,0.0
20230312T0000,3.9402456,0.0,84.844795,5.771239,176.42366,93.0,0.0
20230312T0100,4.0602455,0.0,86.40088,6.489992,176.82018,81.0,0.0
20230312T0200,4.3402452,0.0,88.94526,6.12,180.0,84.0,0.0
20230312T0300,4.1602454,0.0,92.55611,6.849467,183.01279,97.0,0.0
20230312T0400,4.8302455,0.2,92.47369,7.5942073,185.44034,94.0,0.0
20230312T0500,4.8102455,0.1,94.52399,8.825508,191.7683,70.0,0.0
20230312T0600,5.710245,0.8,93.71556,9.028754,203.49857,58.0,4.859259
20230312T0700,6.7402453,0.0,92.80327,11.246759,219.80557,89.0,6.060605
20230312T0800,7.540245,0.0,93.372574,13.044722,230.59933,91.0,4.8484864
20230312T0900,8.380245,0.0,94.39197,13.779114,236.72511,92.0,4.242425
20230312T1000,9.600245,0.0,89.92941,13.527572,244.79889,83.0,9.696969
20230312T1100,10.840245,0.1,83.5995,15.978486,255.65067,82.0,10.30303
20230312T1200,11.730246,0.1,75.618675,15.256526,250.70996,71.0,16.969696
20230312T1300,12.450245,0.0,69.328415,15.617529,244.0256,37.0,37.57576
20230312T1400,12.840245,0.0,65.09462,17.388409,242.90445,54.0,27.272726
20230312T1500,13.250245,0.0,62.31986,16.610792,240.1011,80.0,11.515152
20230312T1600,13.050245,0.0,63.14291,14.336861,241.50436,72.0,16.363636
20230312T1700,12.350245,0.0,65.800224,11.304229,232.76517,45.0,32.727272
20230312T1800,9.900246,0.0,77.85004,9.0,216.8699,27.900002,23.125454
20230312T1900,9.640245,0.0,77.48297,9.387651,212.47119,28.500002,0.0
20230312T2000,8.400246,0.0,82.07267,8.891344,201.37062,29.400002,0.0
20230312T2100,8.480246,0.0,81.05872,7.9932976,187.76517,29.400002,0.0
20230312T2200,9.220245,0.0,78.50041,6.87779,186.009,34.0,0.0
20230312T2300,9.460245,0.0,77.45281,9.007196,182.2906,89.0,0.0
20230313T0000,9.570246,0.0,77.04072,10.8955765,187.59465,100.0,0.0
20230313T0100,9.790245,0.0,76.17139,11.367109,190.95407,97.0,0.0
20230313T0200,10.460245,0.2,75.86627,11.966953,186.91122,100.0,0.0
20230313T0300,10.440246,0.5,79.022354,14.408997,192.99461,94.0,0.0
20230313T0400,10.720245,0.8,82.16616,14.934577,195.37625,87.0,0.0
20230313T0500,11.250245,0.0,81.622765,14.512064,203.38522,77.0,0.0
20230313T0600,11.650246,0.0,80.95815,14.039999,202.61987,79.0,2.7777781
20230313T0700,12.170245,0.0,79.55932,13.32,198.92465,58.0,24.848484
20230313T0800,13.420245,0.0,75.3981,12.768586,201.50143,32.0,40.606064
20230313T0900,14.980246,0.0,68.629814,12.313893,195.25513,29.400002,42.181816
20230313T1000,17.200245,0.0,59.402958,11.841756,199.53665,27.900002,43.090904
20230313T1100,18.890245,0.0,55.372555,13.797913,195.12401,16.2,50.181816
20230313T1200,20.140245,0.0,51.87366,17.076298,198.43495,26.7,43.818184
20230313T1300,20.880245,0.0,49.082863,18.03237,206.0535,28.2,42.909096
20230313T1400,21.480246,0.0,45.482304,17.477621,212.38068,27.0,43.636364
20230313T1500,21.620245,0.0,44.45516,14.33234,205.27773,14.0,51.51515
20230313T1600,20.870245,0.0,46.14972,10.137692,196.50436,19.2,48.363636
20230313T1700,20.240246,0.0,44.91642,6.830519,161.56505,21.0,47.272724
20230313T1800,15.870245,0.7,68.30664,5.8048253,187.12502,27.000002,24.48485
20230313T1900,15.620245,1.7,74.72063,12.144331,258.02386,41.0,0.0
20230313T2000,14.150246,2.5,83.78157,17.698677,265.33313,98.0,0.0
20230313T2100,13.430245,2.5,83.86271,14.77755,272.79272,93.0,0.0
20230313T2200,12.450245,2.0,82.78828,9.085988,213.69006,100.0,0.0
20230313T2300,11.590245,2.1,85.41375,17.782688,201.37062,100.0,0.0
20230314T0000,11.170245,2.4,84.557236,17.462784,188.29715,97.0,0.0
20230314T0100,10.570246,1.3,82.14571,17.581125,190.61966,97.0,0.0
20230314T0200,10.3102455,0.3,79.11118,20.275385,196.50436,66.0,0.0
20230314T0300,10.200245,0.2,76.93371,19.05281,202.20348,53.0,0.0
20230314T0400,10.0602455,0.1,77.33813,18.837322,206.07535,61.0,0.0
20230314T0500,10.160245,0.0,76.2889,18.892282,210.96376,77.0,0.0
20230314T0600,10.0602455,0.0,75.69044,18.892282,210.96376,51.0,7.6363635
20230314T0700,10.190246,0.0,75.71347,18.875126,214.9025,57.0,25.454548
20230314T0800,10.390245,0.3,74.496925,20.88,223.60281,90.0,5.454544
20230314T0900,10.350245,0.4,74.74893,24.75638,229.1276,93.0,3.6363637
20230314T1000,9.530245,0.6,81.83243,24.485292,228.57634,91.0,4.8484864
20230314T1100,9.200245,0.9,84.609184,24.387178,238.89119,96.0,1.8181801
20230314T1200,9.070246,0.3,71.98728,24.216522,258.85712,50.0,29.69697
20230314T1300,9.620245,0.0,57.666122,21.398056,257.36664,40.0,35.757576
20230314T1400,9.470245,0.2,57.08784,19.914217,257.4712,58.0,24.848484
20230314T1500,9.690246,0.4,61.48876,18.998314,260.1807,69.0,18.18182
20230314T1600,8.530246,0.2,68.63544,14.440443,265.71085,41.0,35.151512
20230314T1700,8.120246,0.0,70.882324,14.408997,257.00537,49.0,30.303032
20230314T1800,7.290245,0.0,72.03751,13.708391,256.3287,34.0,23.056398
20230314T1900,6.880245,0.0,75.542534,12.641076,250.0169,48.0,0.0
20230314T2000,6.4702454,0.3,76.773895,13.5515,253.00919,61.0,0.0
20230314T2100,6.130245,0.5,77.26509,13.009903,255.57922,87.0,0.0
20230314T2200,5.7002454,0.6,82.85772,12.324414,276.70984,86.0,0.0
20230314T2300,5.130245,0.4,84.33173,12.72283,295.11484,67.0,0.0
20230315T0000,4.8002453,0.2,84.651505,9.826088,298.44293,29.0,0.0
20230315T0100,4.3302455,0.0,82.60408,8.049845,296.56506,18.0,0.0
20230315T0200,3.3402452,0.0,83.78871,6.162207,276.70984,18.0,0.0
20230315T0300,2.5002456,0.0,85.33782,7.42159,247.16635,18.0,0.0
20230315T0400,1.9002454,0.0,86.96233,7.386582,226.97495,17.0,0.0
20230315T0500,1.1802454,0.0,90.19107,5.634891,206.56505,23.0,0.0
20230315T0600,0.9502454,0.0,90.966225,4.0249224,190.30484,27.0,12.921213
20230315T0700,1.7302454,0.0,89.261246,6.489992,183.17982,26.0,44.242424
20230315T0800,3.7802453,0.0,78.83339,6.9899354,191.88866,25.0,44.848488
20230315T0900,5.3502455,0.0,71.84654,9.1641035,225.0,20.0,47.878788
20230315T1000,6.9902453,0.0,68.343895,8.78872,235.00798,35.0,38.78788
20230315T1100,8.070246,0.0,60.024715,9.360001,247.38014,32.0,40.606064
20230315T1200,8.460245,0.0,54.299557,10.823973,266.1859,45.0,32.727272
20230315T1300,8.980246,0.1,52.453327,11.620809,286.1892,51.0,29.09091
20230315T1400,9.350245,0.0,47.987236,10.931203,287.24146,41.0,35.151512
20230315T1500,9.300245,0.0,47.584373,9.360001,292.61987,79.0,12.121214
20230315T1600,9.190246,0.0,46.957268,7.491114,305.2176,76.0,13.939394
20230315T1700,8.000245,0.0,56.40034,3.563818,315.0,72.0,16.363636
20230315T1800,8.470245,0.0,45.775337,1.9386592,68.19859,55.0,16.259258
20230315T1900,5.5802455,0.0,60.612934,1.8,126.869896,43.0,0.0
20230315T2000,3.5002456,0.0,74.79486,3.96,89.99999,67.0,0.0
20230315T2100,1.8302454,0.0,83.762215,4.3349743,94.76365,18.0,0.0
20230315T2200,1.1602454,0.0,85.60388,3.96,89.99999,25.800001,0.0
20230315T2300,0.5302454,0.0,89.13711,4.73506,98.74616,27.000002,0.0
20230316T0000,-0.14975458,0.0,91.40442,4.510787,118.61046,19.2,0.0
20230316T0100,-0.0697546,0.0,91.41155,4.1046314,105.25512,23.400002,0.0
20230316T0200,0.050245404,0.0,90.01435,4.5536795,108.434944,29.7,0.0
20230316T0300,-0.48975456,0.0,90.496544,3.8939953,123.69006,21.300001,0.0
20230316T0400,-0.4497546,0.0,90.36614,5.00128,120.25643,15.3,0.0
20230316T0500,-0.60975456,0.0,90.41769,4.829907,116.56505,22.2,0.0
20230316T0600,-0.5497546,0.0,89.42068,4.39436,124.99202,24.6,14.867475
20230316T0700,1.2302454,0.0,85.04694,5.991594,122.73523,41.0,35.151512
20230316T0800,3.8002453,0.0,75.95677,6.696387,126.25384,60.0,23.636362
20230316T0900,5.9902453,0.0,67.82229,7.42159,129.09386,21.0,47.272724
20230316T1000,8.030246,0.0,59.44999,8.287822,124.38034,26.1,44.18182
20230316T1100,9.830245,0.0,52.694695,9.1641035,135.0,25.2,44.727276
20230316T1200,11.230246,0.0,46.737648,9.220499,141.34018,37.0,37.57576
20230316T1300,12.460245,0.0,43.015987,8.4963045,143.61565,34.0,39.39394
20230316T1400,13.210245,0.0,40.67779,7.9932966,144.16235,29.7,42.0
20230316T1500,13.420245,0.0,40.563374,7.491114,144.78241,29.400002,42.181816
20230316T1600,12.960245,0.0,43.3858,6.4096174,141.84277,28.800001,42.545456
20230316T1700,11.790245,0.0,50.41841,7.145796,130.91438,28.800001,42.545456
20230316T1800,9.180245,0.0,60.79021,8.161764,131.42366,29.400002,26.750303
20230316T1900,7.6802454,0.0,67.037285,7.145796,139.08562,23.1,0.0
20230316T2000,5.5502453,0.0,76.609726,7.2,143.1301,24.900002,0.0
20230316T2100,4.7202454,0.0,81.655464,6.989936,145.49147,29.7,0.0
20230316T2200,4.150245,0.0,82.51852,7.7879906,146.30994,29.400002,0.0
20230316T2300,3.6902456,0.0,83.41302,7.9036193,149.93141,29.7,0.0
20230317T0000,3.4902453,0.0,84.47992,6.792466,147.99461,30.000002,0.0
20230317T0100,3.3702455,0.0,84.097305,5.991594,147.26477,30.000002,0.0
20230317T0200,3.2902455,0.0,84.88311,6.297428,149.03624,29.7,0.0
20230317T0300,2.8902454,0.0,86.76285,6.297428,149.03624,29.1,0.0
20230317T0400,2.3302455,0.0,89.25711,5.991594,147.26477,27.000002,0.0
20230317T0500,2.0002456,0.0,90.00668,6.193674,144.46231,19.800001,0.0
20230317T0600,1.7002454,0.0,90.57033,6.193674,144.46231,22.5,16.845453
20230317T0700,3.6702452,0.0,84.38164,6.792466,147.99461,22.5,46.363636
20230317T0800,7.230245,0.0,75.123825,5.95906,154.98311,17.1,49.636364
20230317T0900,10.120245,0.0,64.23353,6.28713,156.37062,21.900002,46.727272
20230317T1000,12.800245,0.0,57.480015,6.28713,166.75948,21.6,46.909092
20230317T1100,14.770246,0.0,52.2023,9.3876505,175.60129,24.900002,44.909092
20230317T1200,16.050245,0.0,48.677624,9.0645685,173.15723,28.2,42.909096
20230317T1300,16.890245,0.0,46.683884,9.007196,177.7094,27.300001,43.454544
20230317T1400,17.270245,0.0,44.904396,9.114471,189.09027,28.500002,42.727272
20230317T1500,17.380245,0.0,45.030506,7.628263,199.29004,29.400002,42.181816
20230317T1600,16.830246,0.0,46.47139,5.634891,206.56505,29.1,42.363636
20230317T1700,14.770246,0.0,54.399807,3.671294,191.30994,28.800001,42.545456
20230317T1800,13.740245,0.0,55.780087,3.319036,192.52881,28.500002,28.128786
20230317T1900,13.3102455,0.0,54.771732,4.510787,208.61046,28.2,0.0
20230317T2000,12.610246,0.0,56.109024,4.6800003,202.61987,28.800001,0.0
20230317T2100,12.450245,0.0,54.848953,4.1046314,195.25513,26.400002,0.0
20230317T2200,11.270246,0.0,59.352165,5.5887027,194.93143,36.0,0.0
20230317T2300,9.120245,0.0,68.37524,6.4799995,180.0,25.2,0.0
20230318T0000,8.5602455,0.0,72.24197,5.8048253,172.87498,29.400002,0.0
20230318T0100,8.150246,0.0,73.39917,5.0911684,171.8699,29.400002,0.0
20230318T0200,7.610245,0.0,76.106445,4.0249224,169.69516,28.2,0.0
20230318T0300,6.5302453,0.0,80.02466,3.671294,168.69006,22.5,0.0
20230318T0400,5.3502455,0.0,84.42066,3.8773184,158.1986,3.0,0.0
20230318T0500,4.610245,0.0,86.83758,4.0249224,153.43495,1.0,0.0
20230318T0600,3.9302454,0.0,88.64935,4.6938257,147.52881,0.0,23.833334
20230318T0700,6.610245,0.0,81.52767,6.193674,144.46231,0.0,60.0
20230318T0800,10.000245,0.0,72.172264,5.00128,149.74356,7.5000005,55.454544
20230318T0900,12.830245,0.0,58.91796,4.802999,167.00539,21.0,47.272724
20230318T1000,14.720245,0.0,47.55273,6.519877,186.3402,14.1,51.454544
20230318T1100,15.920245,0.0,42.084312,7.771331,193.3925,11.400001,53.090908
20230318T1200,16.960245,0.0,39.180573,7.4128532,209.05461,25.0,44.848488
20230318T1300,17.370245,0.0,39.63846,6.8777895,222.8789,35.0,38.78788
20230318T1400,17.540245,0.0,39.520325,4.8965297,216.02737,24.0,45.454544
20230318T1500,17.730246,0.0,39.352943,4.5820518,225.0,25.500002,44.545456
20230318T1600,17.160246,0.0,44.09289,3.2599385,263.65982,44.0,33.333336
20230318T1700,15.490245,0.0,51.13644,4.6102495,321.3402,65.0,20.60606
20230318T1800,14.460245,0.0,53.11343,4.802999,347.00537,84.0,6.2045445
20230318T1900,13.600245,0.0,56.13508,1.835647,348.69006,85.0,0.0
20230318T2000,10.440246,0.0,69.778,2.4149535,206.56505,78.0,0.0
20230318T2100,9.920245,0.0,72.055435,5.3517847,199.65382,63.0,0.0
20230318T2200,10.670245,0.0,66.110146,6.0347,197.35403,91.0,0.0
20230318T2300,10.590245,0.0,65.85967,5.815978,201.8014,92.0,0.0
20230319T0000,10.230246,0.3,69.14914,7.5170207,196.69925,90.0,0.0
20230319T0100,9.890245,0.0,71.99903,6.130579,183.36646,100.0,0.0
20230319T0200,10.080245,0.0,69.94746,5.04,180.0,99.0,0.0
20230319T0300,9.760245,0.0,72.5812,4.6938252,175.60129,95.0,0.0
20230319T0400,9.330245,0.0,76.25037,5.1544156,167.90524,94.0,0.0
20230319T0500,9.270246,0.0,77.47493,5.506941,168.69006,42.0,0.0
20230319T0600,9.370245,0.0,78.088264,4.802999,167.00539,33.0,17.244444
20230319T0700,10.160245,0.0,77.67721,5.5887027,165.06857,34.0,39.39394
20230319T0800,11.820246,0.0,70.64889,5.4477882,172.40535,46.0,32.121212
20230319T0900,12.990245,0.0,61.86846,7.42159,194.03624,52.0,28.48485
20230319T1000,13.130245,0.0,63.999218,10.703569,199.65382,79.0,12.121214
20230319T1100,13.570246,0.0,64.45643,3.319036,102.52881,98.0,0.6060612
20230319T1200,13.740245,0.2,65.47934,7.7879906,213.69006,97.0,1.2121224
20230319T1300,13.610246,0.2,67.96897,9.449572,229.63547,98.0,0.6060612
20230319T1400,13.480246,0.3,71.17551,9.686609,221.98721,96.0,1.8181801
20230319T1500,12.480246,2.2,76.52791,9.585739,214.28688,87.0,7.2727275
20230319T1600,11.920245,0.2,81.382744,6.9527545,201.2505,63.0,21.818182
20230319T1700,11.320246,0.0,81.96733,5.1544156,192.09476,52.0,28.48485
20230319T1800,10.050245,0.2,87.603874,7.072878,194.74356,57.0,17.987879
20230319T1900,9.210245,0.2,92.20429,6.725354,195.52411,53.0,0.0
20230319T2000,8.450246,0.0,93.17169,5.2416787,195.9454,13.0,0.0
20230319T2100,7.5602455,0.0,94.543724,6.151683,200.55605,23.0,0.0
20230319T2200,7.4102454,0.0,94.6012,5.1165614,219.28941,51.0,0.0
20230319T2300,7.3702455,0.0,95.19009,4.6102495,218.65982,73.0,0.0
20230320T0000,7.3002453,0.0,95.38452,4.6938257,212.47119,79.0,0.0
20230320T0100,7.0702453,0.0,95.77112,4.8965297,216.02737,81.0,0.0
20230320T0200,6.3902454,0.0,96.20854,5.3517847,227.72632,73.0,0.0
20230320T0300,6.4102454,0.0,97.96514,5.3999996,233.1301,67.0,0.0
20230320T0400,7.1402454,0.0,96.57307,4.198285,210.96376,67.0,0.0
20230320T0500,7.2202454,0.0,96.5761,3.219938,206.56505,81.0,0.0
20230320T0600,6.980245,0.0,96.90198,4.0249224,190.30484,94.0,1.4090906
20230320T0700,7.770245,0.0,94.29416,5.495161,211.6075,86.0,7.878789
20230320T0800,8.720245,0.0,88.8687,5.991594,237.26477,100.0,0.0
20230320T0900,9.850245,0.0,80.25251,4.452954,255.96376,100.0,0.0
20230320T1000,10.820246,0.0,75.77204,2.0991426,239.03624,100.0,0.0
20230320T1100,11.740245,0.0,68.6058,2.6208394,254.0546,99.0,0.0
20230320T1200,12.340245,0.0,64.61909,3.7585104,253.30075,94.0,3.0303025
20230320T1300,12.8102455,0.0,61.223785,3.319036,229.39871,94.0,3.0303025
20230320T1400,13.340245,0.0,59.254402,4.1046314,232.12502,84.0,9.090908
20230320T1500,13.740245,0.0,57.242764,4.829907,243.43495,83.0,9.696969
20230320T1600,13.690246,0.0,57.309765,4.896529,252.89728,73.0,15.757578
20230320T1700,12.520246,0.0,65.7474,3.4152596,251.56506,63.0,21.818182
20230320T1800,11.210245,0.0,68.923355,3.7585104,253.30075,16.0,36.76313
20230320T1900,9.530245,0.0,78.38672,2.968636,284.03625,16.0,0.0
20230320T2000,9.100245,0.0,79.97223,1.1384199,161.56505,14.0,0.0
20230320T2100,6.6402454,0.0,89.10617,2.2768397,161.56505,11.0,0.0
20230320T2200,5.4702454,0.0,91.35253,2.16,180.0,9.0,0.0
20230320T2300,4.4502454,0.0,94.83879,2.2768397,161.56505,7.0,0.0
20230321T0000,3.8302455,0.0,96.02672,4.1046314,164.74487,4.8,0.0
20230321T0100,3.5102453,0.0,97.04368,4.452954,165.96376,11.1,0.0
20230321T0200,3.2302456,0.0,98.00685,3.8773184,158.1986,16.800001,0.0
20230321T0300,2.7302456,0.0,98.90655,3.4152596,161.56505,9.900001,0.0
20230321T0400,2.6702452,0.0,98.62214,4.1046314,164.74487,27.6,0.0
20230321T0500,2.6802454,0.0,98.199524,4.2136917,160.01689,29.400002,0.0
20230321T0600,3.3902454,0.0,96.48666,4.3498964,155.55605,29.7,20.953333
20230321T0700,5.210245,0.0,92.69752,5.00128,149.74356,30.000002,41.81818
20230321T0800,7.5602455,0.0,87.103676,4.198285,149.03624,29.7,42.0
20230321T0900,9.910245,0.0,79.32275,4.6800003,157.38013,29.400002,42.181816
20230321T1000,12.100245,0.0,69.207344,4.379589,189.46233,36.0,38.181816
20230321T1100,13.750245,0.0,62.26746,5.771239,183.57634,34.0,39.39394
20230321T1200,15.130245,0.0,56.811455,7.172949,197.52557,28.500002,42.727272
20230321T1300,15.770246,0.0,53.692097,6.792466,212.00539,29.7,42.0
20230321T1400,15.930245,0.0,52.084526,6.3690495,222.7094,29.400002,42.181816
20230321T1500,16.130245,0.0,51.277843,5.692099,235.30484,54.0,27.272726
20230321T1600,15.640245,0.0,56.24135,3.0758414,249.44395,71.0,16.969696
20230321T1700,14.320246,0.0,64.93936,1.2979984,303.69006,80.0,11.515152
20230321T1800,13.620245,0.0,64.958466,2.52,270.0,73.0,11.896971
20230321T1900,13.690246,0.0,63.076134,4.6800003,202.61987,69.0,0.0
20230321T2000,10.970245,0.0,77.223045,5.3517847,199.65382,42.0,0.0
20230321T2100,10.110246,0.0,81.51917,4.802999,192.99461,45.0,0.0
20230321T2200,10.280245,0.0,81.487045,5.2416787,195.9454,63.0,0.0
20230321T2300,9.990245,0.0,83.032845,5.0142193,201.0375,13.0,0.0
20230322T0000,9.010245,0.0,85.58653,4.802999,192.99461,4.0,0.0
20230322T0100,8.020246,0.0,87.45644,5.0528407,184.08562,7.0,0.0
20230322T0200,7.000245,0.0,90.079506,5.771239,183.57634,8.0,0.0
20230322T0300,6.270245,0.0,92.447044,5.0528407,175.91438,5.0,0.0
20230322T0400,5.7002454,0.0,93.71493,4.3349743,175.23636,3.0,0.0
20230322T0500,5.5902452,0.0,93.972,5.1544156,167.90524,3.0,0.0
20230322T0600,5.380245,0.0,93.89311,6.151683,159.44395,1.8000001,31.40182
20230322T0700,7.8702455,0.0,88.05113,6.379216,163.61046,11.400001,53.090908
20230322T0800,10.950245,0.0,78.12891,5.8603754,169.38034,19.2,48.363636
20230322T0900,13.480246,0.0,67.014885,7.2805495,188.53076,9.3,54.363636
20230322T1000,15.460245,0.0,57.925552,9.021574,208.61046,14.700001,51.090908
20230322T1100,16.920246,0.0,51.601814,10.799999,216.8699,23.400002,45.81818
20230322T1200,17.930244,0.0,46.526653,12.261157,220.23636,29.400002,42.181816
20230322T1300,18.760244,0.0,42.826374,12.819235,231.84277,26.1,44.18182
20230322T1400,19.210245,0.0,40.17992,12.181624,235.8403,28.800001,42.545456
20230322T1500,19.290245,0.0,39.617485,11.609651,240.25513,28.800001,42.545456
20230322T1600,18.730246,0.0,43.387283,7.754637,248.1986,28.800001,42.545456
20230322T1700,16.930244,0.0,50.3713,4.379589,279.46234,29.7,42.0
20230322T1800,15.100245,0.0,53.473843,2.16,270.0,28.800001,33.13818
20230322T1900,15.030245,0.0,53.791237,3.0758414,200.55605,28.500002,0.0
20230322T2000,12.870245,0.0,65.91757,2.8799999,180.0,59.0,0.0
20230322T2100,11.820246,0.0,72.92818,2.16,180.0,71.0,0.0
20230322T2200,11.390245,0.0,72.34399,3.2599385,186.3402,29.7,0.0
20230322T2300,11.240245,0.0,74.24094,3.4152596,161.56505,54.0,0.0
20230323T0000,11.620245,0.0,72.83978,6.28713,156.37062,46.0,0.0
20230323T0100,12.270246,0.0,68.150505,8.699793,155.55605,44.0,0.0
20230323T0200,12.570246,0.0,67.27868,9.904906,160.90651,68.0,0.0
20230323T0300,13.070246,0.0,66.00806,9.531505,169.11447,65.0,0.0
20230323T0400,13.590245,0.0,66.169716,8.287822,177.51045,84.0,0.0
20230323T0500,13.370245,0.0,68.10435,6.489992,183.17982,80.0,0.0
20230323T0600,13.270246,0.0,70.11992,5.771239,183.57634,81.0,6.1848483
20230323T0700,13.350245,0.0,69.80109,5.771239,183.57634,100.0,0.0
20230323T0800,13.450245,0.0,71.12106,5.4477882,187.59465,97.0,1.2121224
20230323T0900,14.590245,0.0,66.890366,4.6938252,184.39871,95.0,2.4242413
20230323T1000,15.370245,0.0,63.038715,7.10031,210.46555,67.0,19.393942
20230323T1100,16.320246,0.0,59.752777,9.0,216.8699,91.0,4.8484864
20230323T1200,16.460245,0.0,60.195316,8.942214,220.1009,86.0,7.878789
20230323T1300,16.410246,0.0,61.131214,8.587338,213.02386,98.0,0.6060612
20230323T1400,16.390245,0.0,60.753826,8.089993,200.85446,82.0,10.30303
20230323T1500,16.550245,0.0,57.490948,8.473393,192.26477,73.0,15.757578
20230323T1600,16.030245,0.0,62.04459,9.504273,204.62357,97.0,1.2121224
20230323T1700,15.620245,0.0,66.525635,8.4042845,189.86581,98.0,0.6060612
20230323T1800,14.150246,0.0,73.26491,5.4833565,156.8014,90.0,4.3787866
20230323T1900,13.920245,0.0,75.43358,6.6087217,150.64224,70.0,0.0
20230323T2000,13.280245,0.0,79.29588,7.289445,147.09476,63.0,0.0
20230323T2100,12.520246,0.0,81.741646,6.9153743,141.34018,86.0,0.0
20230323T2200,12.750245,0.0,76.93851,8.217153,151.18921,96.0,0.0
20230323T2300,13.190246,0.0,75.51176,9.178235,154.44003,99.0,0.0
20230324T0000,13.010245,0.0,77.03365,9.565437,160.20113,96.0,0.0
20230324T0100,13.070246,0.0,78.3587,10.853866,174.28941,99.0,0.0
20230324T0200,13.600245,0.0,75.48034,10.853866,185.71059,96.0,0.0
20230324T0300,13.860246,0.0,73.559326,8.4042845,189.86581,85.0,0.0
20230324T0400,14.090245,0.0,72.61215,6.162207,186.70984,91.0,0.0
20230324T0500,14.640245,0.0,72.47052,10.829958,201.44774,96.0,0.0
20230324T0600,14.330245,0.3,77.76824,14.480773,214.87534,95.0,1.4572384
20230324T0700,13.800245,0.9,83.126884,15.408671,217.40535,98.0,0.6060612
20230324T0800,13.870245,1.2,82.96932,16.075521,214.04594,93.0,3.6363637
20230324T0900,13.880245,0.7,81.10635,18.581022,215.53769,93.0,3.6363637
20230324T1000,13.040245,0.9,84.266525,17.581125,227.48956,98.0,0.6060612
20230324T1100,12.380245,1.1,85.2724,17.373497,235.98065,99.0,0.0
20230324T1200,12.080245,0.8,85.64197,18.278645,237.875,97.0,1.2121224
20230324T1300,12.300245,0.2,84.06468,16.575644,235.61966,96.0,1.8181801
20230324T1400,11.930245,0.1,82.38481,13.324863,231.58195,88.0,6.666666
20230324T1500,12.210245,0.2,79.026115,12.819235,218.15723,71.0,16.969696
20230324T1600,12.260245,0.2,73.86808,13.217443,209.35776,68.0,18.78788
20230324T1700,11.870245,0.0,74.152054,14.081477,212.47119,66.0,19.999998
20230324T1800,11.070246,0.0,76.6568,14.689588,216.02737,18.0,40.595455
20230324T1900,10.380245,0.0,78.25263,15.7908325,223.15239,36.0,0.0
20230324T2000,9.780245,0.0,79.137726,15.021105,225.97102,29.0,0.0
20230324T2100,9.930245,0.0,78.342575,13.755579,222.8789,24.0,0.0
20230324T2200,9.680245,0.0,79.9495,14.77755,214.0772,29.0,0.0
20230324T2300,9.970245,0.0,77.80755,15.7908325,223.15239,21.0,0.0
20230325T0000,9.620245,0.0,76.03545,16.992609,233.61565,40.0,0.0
