location,Basel,Basel,Basel,Basel,Basel,Basel,Basel
lat,47.75000,47.75000,47.75000,47.75000,47.75000,47.75000,47.75000
lon,7.50000,7.50000,7.50000,7.50000,7.50000,7.50000,7.50000
asl,363.653,363.653,363.653,363.653,363.653,363.653,363.653
variable,Temperature,Precipitation Total,Relative Humidity,Wind Speed,Wind Direction,Cloud Cover Total,Sunshine Duration
unit,°C,mm,%,km/h,°,%,min
level,2 m elevation corrected,sfc,2 m,10 m,10 m,sfc,sfc
resolution,hourly,hourly,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Precipitation Total,Basel Relative Humidity [2 m],Basel Wind Speed [10 m],Basel Wind Direction [10 m],Basel Cloud Cover Total,Basel Sunshine Duration
20220426T0900,11.340245,0.0,76.75532,6.28713,193.24052,55.0,26.666664
20220426T1000,12.200245,0.0,68.08828,8.12197,257.19574,56.0,26.060608
20220426T1100,13.000245,0.1,64.19094,9.726665,267.8789,47.0,31.51515
20220426T1200,13.230246,0.1,65.04876,9.726665,267.8789,47.0,31.51515
20220426T1300,13.380245,0.2,64.32364,11.874544,284.03625,54.0,27.272726
20220426T1400,13.430245,0.0,64.02489,10.703569,289.6538,42.0,34.545456
20220426T1500,13.990245,0.0,62.024548,10.028439,291.0375,29.0,42.424244
20220426T1600,14.200245,0.0,59.388966,9.387651,302.4712,27.0,43.636364
20220426T1700,13.760245,0.0,59.3606,7.7043357,322.59467,24.0,45.454544
20220426T1800,12.130245,0.0,70.17683,5.7599998,360.0,9.0,54.545452
20220426T1900,11.130245,0.0,70.361374,5.6002855,44.999985,6.0,34.773235
20220426T2000,10.910245,0.0,71.79993,3.319036,77.47118,0.0,0.0
20220426T2100,9.620245,0.0,76.19474,1.1384199,18.434952,3.0,0.0
20220426T2200,8.8102455,0.0,80.375244,5.8603754,10.619659,13.0,0.0
20220426T2300,8.520246,0.0,80.89488,7.5599995,360.0,8.0,0.0
20220427T0000,5.5302453,0.0,91.35735,7.9932976,7.765167,9.0,0.0
20220427T0100,5.650245,0.0,92.72842,7.4128532,29.05458,11.0,0.0
20220427T0200,4.6402454,0.0,95.79319,6.696387,36.25383,22.0,0.0
20220427T0300,4.0602455,0.0,98.24173,6.297428,30.963745,34.0,0.0
20220427T0400,3.7402453,0.0,98.79165,5.991594,32.735214,35.0,0.0
20220427T0500,4.650245,0.0,97.70617,5.904439,37.568573,35.0,27.302357
20220427T0600,6.4102454,0.0,95.341934,5.3999996,36.86989,31.0,41.21212
20220427T0700,8.410246,0.0,88.28821,7.42159,50.906143,60.0,23.636362
20220427T0800,10.430245,0.0,76.44153,9.178235,64.440025,79.0,12.121214
20220427T0900,11.740245,0.0,68.844376,9.339208,62.447174,87.0,7.2727275
20220427T1000,13.240245,0.0,64.33568,11.304229,52.76516,92.0,4.242425
20220427T1100,14.280245,0.0,59.326828,11.183201,56.82148,87.0,7.2727275
20220427T1200,15.360246,0.0,55.54987,10.883676,55.784294,83.0,9.696969
20220427T1300,16.320246,0.0,52.263493,10.799999,53.130096,91.0,4.8484864
20220427T1400,17.210245,0.0,49.379055,10.086427,55.1755,70.0,17.575756
20220427T1500,17.620245,0.0,47.811718,8.942214,49.89908,46.0,32.121212
20220427T1600,17.520245,0.0,48.550842,9.726664,38.990982,76.0,13.939394
20220427T1700,16.730246,0.0,53.43231,9.028754,23.49855,48.0,30.90909
20220427T1800,14.530245,0.0,64.89817,7.754637,21.801407,4.0,57.575756
20220427T1900,11.8102455,0.0,74.7551,8.39657,30.963745,1.0,38.028618
20220427T2000,10.430245,0.0,79.1299,8.669949,41.63353,0.0,0.0
20220427T2100,9.230246,0.0,82.41658,8.435069,50.194427,1.0,0.0
20220427T2200,8.330246,0.0,83.56529,7.653705,48.81407,0.0,0.0
20220427T2300,7.670245,0.0,85.96798,6.151683,69.443954,0.0,0.0
20220428T0000,6.860245,0.0,88.01012,5.2416787,74.054596,0.0,0.0
20220428T0100,6.170245,0.0,90.513885,5.3517847,70.346176,0.0,0.0
20220428T0200,5.650245,0.0,92.14276,5.0142193,68.96249,0.0,0.0
20220428T0300,5.110245,0.0,93.413635,4.6800003,67.380135,0.0,0.0
20220428T0400,4.4402456,0.0,94.90549,4.829907,63.43495,0.0,0.0
20220428T0500,5.270245,0.0,93.687996,3.7064266,60.945396,0.0,43.933334
20220428T0600,8.110246,0.0,86.67923,3.7585104,73.30075,0.0,60.0
20220428T0700,10.550245,0.0,77.09948,4.6102495,51.34018,0.0,60.0
20220428T0800,12.780245,0.0,68.44818,7.42159,50.906143,0.0,60.0
20220428T0900,14.790245,0.0,61.073204,8.587338,56.976128,0.0,60.0
20220428T1000,16.540245,0.0,56.166397,9.422101,43.451828,0.0,60.0
20220428T1100,17.960245,0.0,51.109154,10.296251,53.53076,0.0,60.0
20220428T1200,19.080246,0.0,46.08583,10.685391,57.380745,0.0,60.0
20220428T1300,19.930244,0.0,42.45547,9.885262,56.88865,0.0,60.0
20220428T1400,20.570246,0.0,39.005196,9.0,53.130096,0.0,60.0
20220428T1500,20.840246,0.0,36.841187,8.913181,46.636566,0.0,60.0
20220428T1600,20.710245,0.0,35.662457,10.233123,39.2894,0.0,60.0
20220428T1700,19.870245,0.0,40.400673,7.729527,27.75853,2.0,58.78788
20220428T1800,17.180244,0.0,51.247414,7.8954163,24.227737,1.0,59.393936
20220428T1900,13.800245,0.0,60.32668,7.653705,41.18593,0.0,39.833332
20220428T2000,11.900246,0.0,67.41205,7.9932966,54.16234,0.0,0.0
20220428T2100,10.420245,0.0,72.355835,8.373386,64.53666,0.0,0.0
20220428T2200,9.440246,0.0,77.44945,7.8954163,65.772255,12.3,0.0
20220428T2300,8.550245,0.0,79.33066,6.2145634,79.99202,27.300001,0.0
20220429T0000,7.4302454,0.0,82.80422,5.3999996,89.99999,28.500002,0.0
20220429T0100,6.670245,0.0,85.36884,4.6938252,94.398705,27.6,0.0
20220429T0200,5.730245,0.0,88.95594,4.0249224,100.30484,28.500002,0.0
20220429T0300,4.9502454,0.0,91.56975,4.379589,99.46232,28.2,0.0
20220429T0400,4.2602453,0.0,93.15824,3.8773184,111.80141,28.800001,0.0
20220429T0500,5.360245,0.0,90.957115,2.2768397,108.434944,28.2,32.65859
20220429T0600,8.080246,0.0,84.117836,2.9024127,82.874985,26.400002,44.0
20220429T0700,10.910245,0.0,71.252686,2.9024127,82.874985,22.800001,46.181816
20220429T0800,13.230246,0.0,60.352737,3.7585104,73.30075,27.900002,43.090904
20220429T0900,15.360246,0.0,53.395496,3.6,53.130096,29.7,42.0
20220429T1000,16.680244,0.0,48.85544,5.1919937,33.690063,29.7,42.0
20220429T1100,17.820246,0.0,46.75409,5.6920996,18.434952,26.7,43.818184
20220429T1200,18.450245,0.0,44.806854,5.4477882,7.594635,18.0,49.090908
20220429T1300,18.970245,0.0,42.82769,4.73506,351.25385,14.400001,51.272728
20220429T1400,19.060246,0.0,41.38861,6.696387,323.74615,18.900002,48.545456
20220429T1500,18.930244,0.0,41.091686,7.7879906,326.30994,28.2,42.909096
20220429T1600,18.350245,0.0,41.879456,8.587338,326.97614,63.0,21.818182
20220429T1700,17.760244,0.0,48.21669,6.297428,329.03625,64.0,21.212122
20220429T1800,17.360245,0.0,40.890297,6.4096174,321.84277,31.0,41.21212
20220429T1900,14.690246,0.0,56.22638,6.8777895,312.8789,38.0,25.426935
20220429T2000,13.140245,0.0,64.580055,7.0911775,293.9625,32.0,0.0
20220429T2100,12.760245,0.0,68.06752,6.12,270.0,78.0,0.0
20220429T2200,12.300245,0.1,69.2971,1.9386592,201.8014,27.6,0.0
20220429T2300,12.090245,0.0,71.93255,4.0249224,243.43495,50.0,0.0
20220430T0000,11.640245,0.0,76.964005,5.6920996,251.56506,52.0,0.0
20220430T0100,10.940246,0.0,83.55508,5.3999996,270.0,58.0,0.0
20220430T0200,9.920245,0.0,88.43358,2.6208394,285.9454,26.0,0.0
20220430T0300,9.020246,0.0,91.24809,2.5959969,303.69006,37.0,0.0
20220430T0400,9.220245,0.0,92.39436,1.0182338,315.0,44.0,0.0
20220430T0500,9.070246,0.0,93.20986,0.71999997,360.0,45.0,25.845453
20220430T0600,10.370245,0.0,89.68835,2.0991426,300.96378,45.0,32.727272
20220430T0700,12.280245,0.8,82.0971,4.2136917,340.0169,25.0,44.848488
20220430T0800,13.610246,0.0,74.06405,5.771239,356.42368,20.0,47.878788
20220430T0900,14.830245,0.0,67.9042,6.130579,3.3664398,28.0,43.0303
20220430T1000,15.080245,0.0,63.575867,10.799999,360.0,35.0,38.78788
20220430T1100,15.400246,0.1,61.852318,12.620554,356.7295,55.0,26.666664
20220430T1200,15.320246,0.1,62.342342,12.074766,10.30484,48.0,30.90909
20220430T1300,15.500245,0.6,60.62022,12.682018,6.519806,33.0,39.999996
20220430T1400,15.330245,0.7,60.371387,11.570515,354.6442,28.0,43.0303
20220430T1500,14.770246,0.2,64.95254,10.446206,358.0251,29.0,42.424244
20220430T1600,13.710245,0.6,69.351875,9.422101,6.5819397,37.0,37.57576
20220430T1700,12.830245,0.0,75.552025,9.9571085,12.528793,48.0,30.90909
20220430T1800,12.270246,0.0,76.70161,7.92,360.0,45.0,32.727272
20220430T1900,11.250245,0.0,81.4557,5.3999996,360.0,41.0,24.996634
20220430T2000,10.240245,0.0,86.07993,6.12,360.0,35.0,0.0
20220430T2100,9.510245,0.0,89.55317,5.8048253,7.125,40.0,0.0
20220430T2200,8.290245,0.0,93.869484,6.162207,6.7098236,20.0,0.0
20220430T2300,7.610245,0.0,95.86091,7.4128532,29.05458,21.0,0.0
20220501T0000,7.6202455,0.0,95.861336,7.42159,14.03624,16.0,0.0
20220501T0100,7.0602455,0.0,96.9719,7.6367526,351.8699,13.0,0.0
20220501T0200,6.3202453,0.0,96.74324,5.4477882,352.40536,34.0,0.0
20220501T0300,6.0502453,0.0,97.5461,3.96,360.0,100.0,0.0
20220501T0400,5.7402453,0.0,97.945946,3.8773184,338.1986,100.0,0.0
20220501T0500,6.1202455,0.0,97.75243,3.9763298,354.8056,100.0,0.0
20220501T0600,7.3702455,0.0,95.25596,4.6938257,32.47119,100.0,0.0
20220501T0700,8.790245,0.0,90.98014,5.3517847,42.27368,72.0,16.363636
20220501T0800,10.000245,0.0,85.05583,5.00128,30.256424,91.0,4.8484864
20220501T0900,11.190246,0.0,79.5742,4.5536795,18.434952,100.0,0.0
20220501T1000,12.380245,0.0,72.08804,5.0142193,21.037506,73.0,15.757578
20220501T1100,13.580245,0.0,65.985756,4.8433046,41.987198,68.0,18.78788
20220501T1200,14.730246,0.0,59.153202,5.4833565,23.198593,32.0,40.606064
20220501T1300,15.550245,0.0,53.40982,7.9932976,7.765167,18.0,49.090908
20220501T1400,16.190247,0.0,50.58629,8.654986,16.927505,8.0,55.151512
20220501T1500,16.350246,0.0,50.385002,8.209263,15.255127,21.0,47.272724
20220501T1600,16.140245,0.0,52.105846,7.8625183,15.945404,24.0,45.454544
20220501T1700,15.470245,0.0,55.61733,8.049845,10.30484,27.0,43.636364
20220501T1800,14.040245,0.0,61.31235,7.2359104,5.7105865,33.0,39.999996
20220501T1900,11.610246,0.0,75.02813,5.506941,11.309921,33.0,29.366665
20220501T2000,10.220245,0.0,81.59084,5.8048253,7.125,23.0,0.0
20220501T2100,9.400246,0.0,86.28281,6.519877,6.340164,28.0,0.0
20220501T2200,7.6802454,0.0,92.41695,5.8603754,47.489548,8.0,0.0
20220501T2300,7.8302455,0.0,92.683266,5.6233797,50.194427,2.0,0.0
20220502T0000,7.690245,0.0,92.99511,6.638072,49.398697,5.4,0.0
20220502T0100,7.000245,0.0,94.12063,5.5887027,75.06858,9.0,0.0
20220502T0200,5.9502454,0.0,96.12268,4.3349743,85.23635,13.200001,0.0
20220502T0300,4.940245,0.0,98.54358,4.68,89.99999,21.6,0.0
20220502T0400,4.4302454,0.0,98.669464,4.73506,81.25384,23.7,0.0
20220502T0500,5.270245,0.0,97.52065,3.5455887,66.037506,16.2,42.32
20220502T0600,8.360246,0.0,90.57063,4.5536795,71.56504,16.0,50.303032
20220502T0700,10.730246,0.0,82.73218,5.3517847,42.27368,19.0,48.484848
20220502T0800,12.850245,0.0,76.537994,6.1305785,40.236343,8.0,55.151512
20220502T0900,14.830245,0.0,70.862854,7.145796,40.914368,27.0,43.636364
20220502T1000,16.520247,0.0,60.826538,7.491114,35.217575,40.0,35.757576
20220502T1100,17.910246,0.0,54.299362,6.8777895,42.87889,42.0,34.545456
20220502T1200,18.680244,0.0,49.346058,6.9247384,27.897263,53.0,27.878788
20220502T1300,19.000246,0.0,46.445194,8.557102,14.620865,48.0,30.90909
20220502T1400,19.040245,0.0,47.91412,9.826088,8.426956,25.2,44.727276
20220502T1500,18.940245,0.0,49.182125,9.9571085,12.528793,27.0,43.636364
20220502T1600,18.650246,0.0,51.29719,9.9571085,12.528793,29.0,42.424244
20220502T1700,17.880245,0.0,53.849365,7.928178,2.6025543,35.0,38.78788
20220502T1800,16.460245,0.0,57.664776,7.2359104,354.28943,41.0,35.151512
20220502T1900,13.830245,0.0,71.34128,6.849467,3.0127716,36.0,28.91212
20220502T2000,12.300245,0.0,78.6646,7.2359104,5.7105865,33.0,0.0
20220502T2100,11.780245,0.0,80.81143,8.759178,9.462311,40.0,0.0
20220502T2200,10.900246,0.0,82.92451,6.3690495,42.70938,56.0,0.0
20220502T2300,9.990245,0.0,86.58451,7.145796,49.085617,27.000002,0.0
20220503T0000,9.590245,0.0,89.070984,6.696387,53.746155,10.8,0.0
20220503T0100,9.510245,0.0,87.669716,5.3517847,70.346176,12.900001,0.0
20220503T0200,8.990245,0.0,90.18692,2.2768397,108.434944,16.0,0.0
20220503T0300,7.9902453,0.0,93.33588,2.3051248,141.34018,6.0,0.0
20220503T0400,7.5702453,0.0,94.02275,2.3051248,141.34018,4.0,0.0
20220503T0500,7.790245,0.0,94.817154,2.8116899,140.19443,11.0,46.4
20220503T0600,10.320246,0.0,88.59187,2.5959969,123.69006,9.0,54.545452
20220503T0700,12.5602455,0.0,78.65158,1.4399999,89.99999,9.0,54.545452
20220503T0800,14.930245,0.0,69.60156,1.609969,63.43495,11.0,53.333332
20220503T0900,16.710245,0.0,64.33933,2.5959969,56.30993,7.0,55.757576
20220503T1000,18.550245,0.0,56.989258,3.096837,35.53766,50.0,29.69697
20220503T1100,19.710245,0.0,49.866417,4.379589,9.462311,81.0,10.909091
20220503T1200,20.110245,0.0,45.15695,5.0528407,4.085617,25.2,44.727276
20220503T1300,20.240246,0.0,43.07529,4.73506,8.74614,26.7,43.818184
20220503T1400,19.280245,0.3,44.458183,4.0249224,10.30484,32.0,40.606064
20220503T1500,18.770245,0.0,47.510925,1.609969,26.565033,21.300001,47.090904
20220503T1600,18.500246,0.0,50.353924,1.5273507,315.0,21.300001,47.090904
20220503T1700,17.890245,0.0,57.401394,2.1897945,9.462311,20.400002,47.63636
20220503T1800,16.390245,0.0,63.619095,6.725354,15.524109,22.2,46.545456
20220503T1900,15.160245,0.0,68.57441,6.439876,26.565033,19.800001,37.45333
20220503T2000,14.280245,0.0,73.78534,5.1165614,39.2894,21.300001,0.0
20220503T2100,13.100245,0.0,78.31042,3.319036,40.601288,20.7,0.0
20220503T2200,11.230246,0.0,85.663315,3.8268526,138.81407,24.900002,0.0
20220503T2300,10.880245,0.0,87.092674,3.5455887,113.96249,23.400002,0.0
20220504T0000,9.780245,0.0,90.68438,4.3498964,114.44395,18.300001,0.0
20220504T0100,8.950245,0.0,92.56635,3.7064266,119.054596,17.400002,0.0
20220504T0200,8.150246,0.0,94.83527,3.6,126.869896,12.0,0.0
20220504T0300,7.7602453,0.0,96.729355,4.072935,135.0,3.0,0.0
20220504T0400,7.8302455,0.0,96.39969,4.0249224,153.43495,10.0,0.0
20220504T0500,8.770246,0.0,95.45164,4.1046314,164.74487,16.0,45.10505
20220504T0600,10.660245,0.0,90.507126,4.896529,162.89728,2.0,58.78788
20220504T0700,12.820246,0.0,83.22707,3.9763298,174.80557,2.0,58.78788
20220504T0800,15.240245,0.0,73.267715,5.1544156,192.09476,16.0,50.303032
20220504T0900,17.320246,0.0,63.831512,5.8603754,190.61966,19.0,48.484848
20220504T1000,18.190245,0.0,58.572174,5.495161,211.6075,45.0,32.727272
20220504T1100,19.330246,0.0,51.376766,6.5693827,279.46234,71.0,16.969696
20220504T1200,19.320246,0.0,48.985676,6.151683,290.55603,79.0,12.121214
20220504T1300,18.370245,0.0,53.069572,5.0142193,291.0375,41.0,35.151512
20220504T1400,18.420246,0.0,52.830727,3.8773184,248.1986,48.0,30.90909
20220504T1500,17.950245,0.1,54.86689,3.2399998,180.0,44.0,33.333336
20220504T1600,17.900246,0.0,55.831306,5.0911684,171.8699,26.0,44.242424
20220504T1700,17.610245,0.8,59.58407,4.452954,194.03624,28.800001,42.545456
20220504T1800,15.570246,0.4,65.88743,3.7064266,299.0546,26.400002,44.0
20220504T1900,13.700245,0.1,79.41209,5.904439,322.43143,29.0,34.092594
20220504T2000,13.780245,0.0,76.48619,3.096837,234.46233,19.0,0.0
20220504T2100,13.8102455,0.0,75.82315,3.6,216.8699,20.0,0.0
20220504T2200,11.400246,0.0,92.34907,5.315336,241.69925,59.0,0.0
20220504T2300,11.950245,0.1,92.07538,3.5455887,203.9625,78.0,0.0
20220505T0000,12.180245,0.4,91.66056,3.4152596,198.43495,96.0,0.0
20220505T0100,12.120245,0.3,93.01374,2.7416782,203.1986,92.0,0.0
20220505T0200,12.290245,0.6,93.14767,4.198285,210.96376,97.0,0.0
20220505T0300,12.290245,0.9,93.895325,3.319036,229.39871,98.0,0.0
20220505T0400,12.360246,1.0,94.52566,2.7416782,246.8014,98.0,0.0
20220505T0500,12.150246,0.9,95.020744,1.9386592,291.8014,83.0,8.956227
20220505T0600,12.150246,0.7,94.39006,2.2768397,288.43497,97.0,1.2121224
20220505T0700,12.280245,0.0,93.70739,2.5959969,303.69006,96.0,1.8181801
20220505T0800,12.630245,0.0,90.05511,4.3349743,311.63354,96.0,1.8181801
20220505T0900,12.830245,0.3,88.75886,6.6087217,330.64227,98.0,0.6060612
20220505T1000,12.890245,0.8,87.119316,8.64,360.0,99.0,0.0
20220505T1100,12.8102455,0.7,86.99484,10.948973,9.462311,82.0,10.30303
20220505T1200,12.520246,0.7,87.55082,8.28,360.0,85.0,8.48485
20220505T1300,12.420245,0.5,87.658646,8.473393,347.73523,86.0,7.878789
20220505T1400,12.680245,0.5,85.19162,8.12197,347.19574,89.0,6.060605
20220505T1500,13.070246,0.3,83.59446,6.725354,344.4759,97.0,1.2121224
20220505T1600,13.020246,0.2,84.37726,5.8603754,349.38034,92.0,4.242425
20220505T1700,12.710245,0.3,87.9803,3.9763298,354.8056,63.0,21.818182
20220505T1800,12.440246,0.3,90.28111,3.0758414,339.44397,62.0,22.424244
20220505T1900,11.150246,0.2,95.744576,1.609969,296.56506,64.0,17.535353
20220505T2000,11.290245,0.3,96.52216,3.396233,302.00537,60.0,0.0
20220505T2100,11.0602455,0.2,96.385345,5.6002855,315.0,84.0,0.0
20220505T2200,11.150246,0.4,93.89891,6.792466,327.99463,90.0,0.0
20220505T2300,10.930245,0.7,93.44575,6.28713,336.37064,71.0,0.0
20220506T0000,11.140245,1.0,92.33237,7.2,323.13013,64.0,0.0
20220506T0100,11.070246,0.8,92.14138,5.692099,325.30484,80.0,0.0
20220506T0200,11.0602455,0.3,92.57636,5.991594,327.26477,99.0,0.0
20220506T0300,11.090245,0.4,94.02208,5.634891,333.43497,87.0,0.0
20220506T0400,10.990245,0.2,95.674126,6.489992,340.55997,79.0,0.0
20220506T0500,11.0602455,0.0,96.51465,6.2145634,349.992,47.0,29.895622
20220506T0600,11.380245,0.0,97.88862,8.311245,4.9697266,43.0,33.939392
20220506T0700,12.140245,0.3,93.63756,11.013882,11.309921,58.0,24.848484
20220506T0800,12.990245,0.5,88.77289,12.979984,19.440033,83.0,9.696969
20220506T0900,13.940246,0.7,83.81214,12.413476,16.858398,78.0,12.727271
20220506T1000,13.120245,0.6,88.01847,12.245294,358.3153,73.0,15.757578
20220506T1100,13.990245,0.1,81.93879,14.618837,9.926224,86.0,7.878789
20220506T1200,15.010245,0.0,77.6676,14.587776,15.751175,39.0,36.36364
20220506T1300,16.120245,0.1,73.28096,15.725037,15.945404,51.0,29.09091
20220506T1400,16.500246,0.4,71.615204,13.979871,11.888657,72.0,16.363636
20220506T1500,16.760244,1.7,69.41112,9.726665,2.1210938,77.0,13.333332
20220506T1600,17.030245,0.1,69.6504,11.440978,12.724335,57.0,25.454548
20220506T1700,16.790245,0.0,69.232254,10.239453,10.124664,37.0,37.57576
20220506T1800,15.760245,0.0,72.92273,7.6367526,8.130096,30.0,41.81818
20220506T1900,14.230246,0.0,77.440025,6.489992,356.8202,29.0,36.025253
20220506T2000,13.290245,0.0,80.15689,7.342588,348.69006,40.0,0.0
20220506T2100,12.790245,0.0,81.11879,7.6367526,351.8699,30.0,0.0
20220506T2200,11.820246,0.0,86.077126,7.127636,44.999985,50.0,0.0
20220506T2300,11.730246,0.0,84.62374,5.2416787,74.054596,33.0,0.0
20220507T0000,11.400246,0.0,86.03153,1.835647,101.30993,11.0,0.0
20220507T0100,11.010245,0.0,86.86973,1.4399999,89.99999,18.0,0.0
20220507T0200,10.570246,0.0,88.73558,2.968636,75.96376,12.0,0.0
20220507T0300,10.130245,0.0,90.09644,3.7064266,60.945396,15.0,0.0
20220507T0400,9.610246,0.0,91.60443,3.6,36.86989,44.0,0.0
20220507T0500,9.190246,0.0,93.53612,2.5959969,56.30993,78.0,12.384342
20220507T0600,10.960245,0.0,88.291016,2.9024127,29.744873,80.0,11.515152
20220507T0700,12.860246,0.0,80.474045,3.671294,11.309921,16.0,50.303032
20220507T0800,14.700245,0.0,73.81159,5.5887027,14.931412,9.0,54.545452
20220507T0900,16.440247,0.0,67.42323,8.373386,25.463333,10.0,53.939396
20220507T1000,17.850245,0.2,61.639935,9.107359,18.434952,49.0,30.303032
20220507T1100,18.870245,0.1,54.2939,8.0899935,32.275635,28.0,43.0303
20220507T1200,19.540245,0.0,50.879063,7.928177,39.472458,33.0,39.999996
20220507T1300,20.010244,0.0,47.43622,8.707237,29.744873,59.0,24.242424
20220507T1400,20.200245,0.0,45.430378,10.24578,18.434952,57.0,25.454548
20220507T1500,20.260244,0.0,45.106876,11.384199,18.434952,50.0,29.69697
20220507T1600,19.500246,0.0,49.741177,11.525623,14.470276,46.0,32.121212
20220507T1700,18.330246,0.0,57.04885,7.9526596,5.194412,40.0,35.757576
20220507T1800,17.010244,0.0,63.589672,5.506941,11.309921,53.0,27.878788
20220507T1900,17.130245,0.0,56.51139,2.5959969,33.690063,44.0,29.055555
20220507T2000,15.120245,0.0,65.92221,3.8268526,48.81407,55.0,0.0
20220507T2100,12.5602455,0.0,80.159035,4.1046314,37.87497,69.0,0.0
20220507T2200,13.110246,0.0,78.25904,5.904439,52.431404,79.0,0.0
20220507T2300,12.680245,0.0,81.21309,1.1384199,71.56504,9.0,0.0
20220508T0000,11.520246,0.0,85.00152,4.6938257,32.47119,7.0,0.0
20220508T0100,10.880245,0.0,87.15187,4.3349743,41.63353,10.0,0.0
20220508T0200,10.180245,0.0,89.36729,4.3349743,41.63353,26.0,0.0
20220508T0300,9.390245,0.0,91.83928,5.3999996,53.130096,16.0,0.0
20220508T0400,8.900246,0.0,93.3272,5.6233797,50.194427,19.0,0.0
20220508T0500,9.720245,0.0,92.67963,5.3517847,47.726303,4.0,57.44781
20220508T0600,11.920245,0.0,86.78761,5.315336,28.30075,1.0,59.393936
20220508T0700,14.180245,0.0,79.69629,5.692099,34.69516,11.0,53.333332
20220508T0800,15.930245,0.0,75.87565,7.289445,32.905228,47.0,31.51515
20220508T0900,17.460245,0.1,70.9,11.457958,46.27301,29.0,42.424244
20220508T1000,18.450245,0.1,63.958836,11.435313,28.178574,29.0,42.424244
20220508T1100,19.460245,0.0,59.04198,12.7279215,28.739777,29.0,42.424244
20220508T1200,19.560246,0.0,58.12938,13.363711,27.255325,15.0,50.909096
20220508T1300,19.730246,0.0,55.254597,13.237039,22.380127,31.0,41.21212
20220508T1400,19.900246,0.0,53.43901,12.594856,30.963745,40.0,35.757576
20220508T1500,19.790245,0.0,51.6402,11.681987,33.690063,36.0,38.181816
20220508T1600,19.730246,0.1,52.75092,9.290511,35.53766,48.0,30.90909
20220508T1700,19.520245,0.0,53.30289,6.489992,19.440033,28.800001,42.545456
20220508T1800,18.300245,0.0,60.114216,6.162207,6.7098236,29.1,42.363636
20220508T1900,16.920246,0.0,62.845264,6.489992,19.440033,29.7,37.555
20220508T2000,16.520247,0.0,64.51345,6.439876,26.565033,28.2,0.0
20220508T2100,15.270246,0.0,70.949036,6.489992,33.690063,27.900002,0.0
20220508T2200,13.760245,0.0,78.149864,6.792466,32.005356,53.0,0.0
20220508T2300,12.440246,0.0,83.91173,6.3690495,47.29059,38.0,0.0
20220509T0000,11.620245,0.0,87.40374,7.289444,20.224854,14.0,0.0
20220509T0100,11.520246,0.0,89.96623,6.12,28.07248,29.0,0.0
20220509T0200,11.830245,0.0,91.26876,6.4096174,51.842773,22.0,0.0
20220509T0300,12.900246,0.0,89.35898,6.297428,59.036255,27.0,0.0
20220509T0400,13.0602455,0.0,89.67026,5.495161,58.392494,14.0,1.1018518
20220509T0500,12.420245,0.0,91.86044,3.096837,54.46232,11.0,53.333332
20220509T0600,13.870245,0.0,86.35139,3.7064266,60.945396,5.0,56.9697
20220509T0700,15.320246,0.0,78.91335,4.1046314,52.125,0.0,60.0
20220509T0800,16.650246,0.0,73.71783,4.8433046,41.987198,3.0,58.18182
20220509T0900,18.120245,0.0,67.193985,7.289445,57.094757,50.0,29.69697
20220509T1000,19.840246,0.0,60.36303,3.671294,348.69006,35.0,38.78788
20220509T1100,20.800245,0.0,56.121677,5.95906,25.016876,7.0,55.757576
20220509T1200,21.560246,0.0,53.33901,7.653705,48.81407,41.0,35.151512
20220509T1300,22.310246,0.0,51.416782,5.991594,57.26477,41.0,35.151512
20220509T1400,23.020245,0.0,49.762787,3.6,53.130096,26.0,44.242424
20220509T1500,23.400246,0.0,49.145092,3.096837,35.53766,19.0,48.484848
20220509T1600,23.360245,0.0,49.656845,4.198285,59.036232,28.0,43.0303
20220509T1700,23.070246,0.0,51.822292,2.5455842,8.130096,28.0,43.0303
20220509T1800,21.150246,0.0,62.485783,4.6800003,22.619858,36.0,38.181816
20220509T1900,17.740246,0.0,76.522736,6.638072,40.601288,28.0,39.46835
20220509T2000,15.430245,0.0,82.88904,6.379216,73.61045,8.0,0.0
20220509T2100,14.600245,0.0,84.1136,2.5455842,81.869896,11.0,0.0
20220509T2200,13.990245,0.0,87.86528,3.8939953,123.69006,37.0,0.0
20220509T2300,13.260245,0.0,88.79645,2.8116899,129.80557,36.0,0.0
20220510T0000,12.370245,0.0,90.94182,2.5959969,123.69006,24.0,0.0
20220510T0100,12.120245,0.0,89.95428,3.096837,125.537674,13.0,0.0
20220510T0200,12.490245,0.0,89.38433,4.198285,149.03624,18.0,0.0
20220510T0300,11.820246,0.0,91.39054,5.154415,155.22485,19.800001,0.0
20220510T0400,11.110246,0.0,92.45488,5.3999996,143.1301,16.5,2.3194442
20220510T0500,11.840245,0.0,91.453255,5.3999996,143.1301,27.900002,43.090904
20220510T0600,14.000245,0.0,87.80803,5.495161,148.3925,29.400002,42.181816
20220510T0700,16.380245,0.0,80.69852,5.0142193,158.9625,27.900002,43.090904
20220510T0800,18.590246,0.0,74.63985,5.0528407,175.91438,25.800001,44.363636
20220510T0900,20.670246,0.0,66.93361,5.154415,204.77515,28.500002,42.727272
20220510T1000,22.410246,0.0,58.06132,5.8048253,187.12502,29.1,42.363636
